,人员规模,企业地址,公司名,公司类型,参保人数,实缴资本,成立日期,所属地区,所属行业,曾用名,核准日期,注册号,注册号公司名,注册资本,登记机关,纳税人识别号,组织机构代码,经营方式,经营状态,经营范围,统一社会信用,统一社会信用代码,英文名,营业期限
415,-,山东省青岛市城阳区上马街道北程社区1120号查看地图附近公司,青岛启迪云资投资管理有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-12-27,山东省,租赁和商务服务业,-,2017-12-27,370214230419845,,2000万人民币元,青岛市城阳区市场监督管理局,91370214MA3MJ5RQ4N,MA3MJ5RQ-4,,在营（开业）企业,以自有资金投资;以自有资金进行资产管理、投资管理、股权投资、股权投资管理、创业投资、创业投资管理(未经金融监管部门依法批准不得从事向公众吸收存款、融资担保、代客理财等金融服务);园区基础设施的开发、建设及管理服务;房屋建筑工程施工及技术服务、技术咨询;房地产开发;物业管理服务;自有房屋租赁;企业管理服务;企业形象策划服务;会议及展览展示服务;建筑材料的销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370214MA3MJ5RQ4N,-,2017-12-27至无固定期限
416,-,山东省青岛市城阳区正阳路216号综合办公楼3楼西侧305室(集中办公区147号)查看地图附近公司,青岛良鑫酒店设备工程有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-08-24,山东省,制造业,-,2017-08-24,370214230388618,,300万人民币元,青岛市城阳区市场监督管理局,91370214MA3FFG7A87,MA3FFG7A-8,,在营（开业）企业,批发、安装、维修,,91370214MA3FFG7A87,-,2017-08-24至无固定期限
417,-,-,青岛张连大豆专业合作社注销,农民专业合作经济组织,-,0.001万人民币元,2009-12-10,山东省,农、林、牧、渔业,-,2009-12-10,370284NA000661X,,10万人民币元,青岛市工商行政管理局黄岛区分局,-,-,,注销,一般经营项目,,-,-,***至2111-11-11
418,-,-,青岛波健志商店(普通合伙)注销,普通合伙企业,-,4万人民币元,2011-11-29,山东省,批发和零售业,-,2011-11-29,370211230068032,,4万人民币元,青岛市工商行政管理局黄岛区分局,-,-,,注销,一般经营项目,,-,-,***至2012-11-28
419,-,-,青岛市黄岛区天宇粮油经营部注销,全民所有制,-,-,1994-11-30,山东省,批发和零售业,-,1994-11-30,16387386-9,,30万人民币元,青岛市工商行政管理局黄岛区分局,-,-,,注销,粮油零售;木材销售。,,-,-,***至无固定期限
420,-,李沧区郑庄村查看地图附近公司,青岛市李沧区浩源顺丰酒店吊销,个体,,-,2003-06-13,山东省,-,-,2007-03-28,370213600292565,,-,青岛市工商行政管理局李沧区分局,-,-,-,吊销企业,零售,,-,-,***至无固定期限
421,-,山东省青岛市市南区山东路6号L208查看地图附近公司,侑心婉(上海)商贸有限公司青岛万象城分公司在业,外商投资企业分公司,-,-,2017-02-24,山东省,批发和零售业,-,2017-02-24,370200500017603,,-,青岛市工商行政管理局,91370200MA3D86N51L,MA3D86N5-1,,在营（开业）企业,服装服饰、针纺织品、羽绒制品、箱包、鞋帽、首饰(毛钻、裸钻除外)、日用品、工艺礼品(文物除外)、皮革制品、化妆品、办公用品、钟表、眼镜(矫正视力除外)、床上用品、缝纫机、纸制品、厨房用品的零售、批发、进出口、佣金代理(拍卖除外)并提供相关配套服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370200MA3D86N51L,-,2017-02-24至2045-04-13
422,-,-,青岛蕾赫思工贸有限公司注销,有限责任公司,-,-,1995-06-06,山东省,批发和零售业,-,1995-06-06,61422067-3,,350万人民币元,青岛市工商行政管理局,-,-,,注销,通讯设备。服装加工。,,-,-,***至无固定期限
423,-,青岛市市北区吉林路4号查看地图附近公司,青岛日盛经济贸易公司曾用名注销,集体所有制,-,-,1993-03-03,山东省,批发和零售业,青岛飞虎经济贸易公司,2003-04-17,3702031802177,,30万人民币元,青岛市工商行政管理局市北区分局,-,-,,注销,零售、批发,,-,-,***至无固定期限
424,-,青岛市市北区邱县路9号1单元2103户查看地图附近公司,青岛捷达通票务有限公司注销,有限责任公司(自然人投资或控股),-,3万人民币元,2009-11-03,山东省,信息传输、软件和信息技术服务业,-,2011-07-01,370203230030586,,3万人民币元,青岛市工商行政管理局市北区分局,-,-,,注销,一般经营项目,,-,-,***至无固定期限
425,-,市北区东昌路19号3户查看地图附近公司,青岛市市北区富贵人婚纱婚庆制作室吊销,个体,,-,2002-10-25,山东省,-,-,2002-10-26,3702033006983,,-,青岛市工商行政管理局市北区分局,-,-,-,吊销企业,婚纱出租。,,-,-,***至无固定期限
426,-,青岛市市南区城武路24号查看地图附近公司,青岛市市南艺海装饰商场吊销,集体所有制,-,-,1992-03-25,山东省,批发和零售业,-,1993-11-19,16366468-8,,27万人民币元,青岛市工商行政管理局市南区分局,-,-,,吊销企业,建筑五金水暖器材油漆涂料化工原料(不含易燃易爆有毒物品)。制冷空调设备照明电器建筑材料日用杂品船舶配件五金工具家用电器装饰材料电工器材木材铝材中厚钢板中型角钢无缝钢管代购代销石油制品。,,-,-,1992-03-25至无固定期限
427,-,胶南市经济开发区世纪大道888号查看地图附近公司,胶南市家福乐家政服务中心存续,个体工商户,,-,2013-08-29,山东省,居民服务、修理和其他服务业,-,2013-08-29,370284600766550,,-,青岛市黄岛区工商行政管理局,-,-,-,存续,家政保洁服务（不含高空作业）(以上范围需经许可经营的须凭许可证经营)。,,-,-,***至无固定期限
428,-,青岛经济技术开发区井冈山路668号四楼四层0401-0412号办公室查看地图附近公司,青岛经济技术开发区天泽园养生堂注销,个体工商户,,-,2006-05-11,山东省,-,-,2006-05-11,3702113043905,,-,青岛市黄岛区工商行政管理局,-,-,-,注销,保健食品、化妆品、日用品、洗涤用品(不含磷)、厨房用具零售。(卫生许可证有效期至2009年5月10日止;以上范围需经许可经营的须凭许可证经营),,-,-,***至无固定期限
429,-,青岛经济技术开发区武夷山路480号查看地图附近公司,青岛经济技术开发区海东五金电动工具店存续,个体工商户,,-,2008-10-21,山东省,批发和零售业,-,2012-12-31,370211600338502,,-,青岛市黄岛区工商行政管理局,-,-,-,存续,五金、电动工具零售。(以上范围需经许可经营的须凭许可证经营),,-,-,***至无固定期限
430,-,山东省青岛市黄岛区大窑查看地图附近公司,黄岛区火红旺快餐店存续,个体工商户,,-,2015-08-23,山东省,住宿和餐饮业,-,2015-08-23,370211602305823,,-,青岛市黄岛区工商行政管理局,-,-,-,存续,快餐服务；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
431,-,山东省青岛市黄岛区海王路（桃园路10-3号）查看地图附近公司,黄岛区荣电电器经营店存续,个体工商户,,-,2015-07-28,山东省,批发和零售业,-,2015-07-28,370211602280836,,-,青岛市黄岛区工商行政管理局,-,-,-,存续,批发零售家用电器、净水机、厨具、日用品；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
432,-,山东省青岛市黄岛区嘉陵江西路62号鑫园小区2号楼12查看地图附近公司,黄岛区马清敏商店在业,个体工商户,,-,2015-09-14,山东省,批发和零售业,-,2015-09-14,370211602386558,,-,青岛市黄岛区工商行政管理局,-,-,-,在营（开业）企业,零售,,-,-,***至无固定期限
433,-,山东省青岛市黄岛区灵山卫街道办事处汇祥花园15号楼1单元1014查看地图附近公司,黄岛区孙启龙装卸服务部存续,个体工商户,,-,2017-07-27,山东省,-,-,2017-07-27,370211602810736,,-,青岛市黄岛区工商行政管理局,92370211MA3FA7Q05X,-,-,存续,装卸服务（不含危险品、不含冷库）；经营其它无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370211MA3FA7Q05X,-,***至无固定期限
434,-,山东省青岛市黄岛区六汪镇栾家庄6号查看地图附近公司,潘桂京存续,个体工商户,,-,2017-11-29,山东省,-,-,2017-11-29,370211602951457,,-,青岛市黄岛区工商行政管理局,92370211MA3EXQQT9G,-,-,存续,零售,,92370211MA3EXQQT9G,-,***至无固定期限
435,-,山东省青岛市黄岛区辛安办事处刘王大庄社区186号查看地图附近公司,黄岛区陈祥林建材店在业,个体工商户,,-,2018-01-08,山东省,-,-,2018-01-08,-,,-,青岛市黄岛区工商行政管理局,92370211MA3MK7D119,-,-,在营（开业）企业,零售,,92370211MA3MK7D119,-,***至无固定期限
436,-,青岛经济技术开发区九华山路31号综合楼2-25室查看地图附近公司,青岛春良房屋修缮工程有限公司在业,有限责任公司(自然人投资或控股),-,-,2014-06-05,山东省,建筑业,-,2014-06-05,370211230148792,,100万人民币元,青岛市黄岛区市场和质量监督管理局,-,39968506-3,,在营（开业）企业,房屋修缮工程施工、建筑工程施工、市政工程施工、防腐保温工程施工、园林绿化工程施工、防水工程施工、室内外装饰工程施工、钢结构工程施工(以上未取得资质不得开展经营);铝合金、塑料门窗安装工程;批发零售建筑材料。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2014-06-05至无固定期限
437,-,青岛市黄岛区宝山镇瓦韩路查看地图附近公司,青岛茂益农业科技有限公司在业,有限责任公司(自然人投资或控股),-,1000万人民币元,2014-01-16,山东省,农、林、牧、渔业,-,2014-01-16,370284230081865,,1000万人民币元,青岛市黄岛区市场和质量监督管理局,91370211086487576K,08648757-6,,在营（开业）企业,一般经营项目,,91370211086487576K,-,2014-01-16至无固定期限
438,-,青岛市黄岛区临港经济开发区东元路中段查看地图附近公司,青岛维尔国际海洋科技有限公司在业,有限责任公司(自然人投资或控股),-,-,2014-08-22,山东省,租赁和商务服务业,-,2014-08-22,370211230164065,,1000万人民币元,青岛市黄岛区市场和质量监督管理局,91370211395813136X,39581313-6,,在营（开业）企业,会议及展览中介服务文化艺术交流活动策划(不含演出)海洋平台钻井工程;船舶及配件的研发、制作、销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370211395813136X,-,2014-08-22至无固定期限
439,-,山东省青岛市黄岛区东岳东路(原泰山东路2381号)查看地图附近公司,青岛中天人和房地产经纪有限公司第十分公司在业,有限责任公司分公司(自然人投资或控股),-,-,2017-09-30,山东省,房地产业,-,2017-09-30,370211330051096,,-,青岛市黄岛区市场和质量监督管理局,91370211MA3EMB4F38,MA3EMB4F-3,,在营（开业）企业,房产经纪服务(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370211MA3EMB4F38,-,2017-09-30至无固定期限
440,-,山东省青岛市黄岛区黄河西路554栋3单元3楼302号查看地图附近公司,青岛亚淼信息科技有限公司在业,有限责任公司(自然人独资),-,-,2018-05-04,山东省,信息传输、软件和信息技术服务业,-,2018-05-04,-,,10万人民币元,青岛市黄岛区市场和质量监督管理局,91370211MA3N2XR06W,-,,在营（开业）企业,网络信息技术咨询;软件开发;平面设计;计算机系统集成服务;销售,,91370211MA3N2XR06W,-,2018-05-04至无固定期限
441,-,山东省青岛市黄岛区井岗山路157号中南金石国际A1602查看地图附近公司,青岛轩正低碳网络科技有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-06-19,山东省,信息传输、软件和信息技术服务业,-,2017-06-19,370211230479556,,50万人民币元,青岛市黄岛区市场和质量监督管理局,91370211MA3F38XP9J,MA3F38XP-9,,在营（开业）企业,计算机、网络技术开发、技术咨询、技术服务、技术推广(不得从事互联网信息服务及增值电信业务);一般经济信息咨询、商务信息咨询、企业管理信息咨询(未经金融监管部门批准不得从事吸收存款、融资担保、代客理财等金融业务);设计、制作各类广告文化艺术交流策划;销售,,91370211MA3F38XP9J,-,2017-06-19至无固定期限
442,-,山东省青岛市黄岛区灵山湾路185号查看地图附近公司,青岛明珍华视眼镜有限公司在业,有限责任公司(自然人独资),-,-,2015-12-23,山东省,批发和零售业,-,2015-12-23,370211230294101,,10万人民币元,青岛市黄岛区市场和质量监督管理局,91370211MA3C4MJR7X,MA3C4MJR-7,,在营（开业）企业,销售,,91370211MA3C4MJR7X,-,2015-12-23至无固定期限
443,-,山东省青岛市黄岛区张家楼镇驻地查看地图附近公司,青岛泰业房地产开发有限公司在业,有限责任公司(自然人投资或控股),-,1000万人民币元,2002-03-11,山东省,房地产业,-,2016-09-07,370284228019598,,1000万人民币元,青岛市黄岛区市场和质量监督管理局,91370211733529657F,73352965-7,,在营（开业）企业,一般经营项目,,91370211733529657F,-,2002-03-11至无固定期限
444,-,青岛即墨市段泊岚镇东瓦二村兴华路1号查看地图附近公司,青岛盛世衣纺织服装有限公司在业,有限责任公司(中外合资),-,10万美元,2003-08-06,山东省,制造业,-,2006-12-05,370282400003183,,10万美元,青岛市即墨区市场监督管理局,91370282750419193W,75041919-3,,在营（开业）企业,纺织服装缝制加工。(不含许可证及配额管理产品;产品95%出口。以上范围需经许可经营的须凭许可证经营。),,91370282750419193W,QingdaoShengshiyiTextileClothingCo.Ltd.,2003-08-06至2018-08-06
445,-,山东省青岛市即墨市北安办事处下疃村青烟路西文明街15号查看地图附近公司,即墨市兆荣服装厂在业,个体工商户,,-,2015-06-01,山东省,制造业,-,2015-06-01,370282603664108,,-,青岛市即墨区市场监督管理局,-,-,-,在营（开业）企业,制售服装、网上销售(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
446,-,青岛市崂山区松岭路(金利苑酒店内)查看地图附近公司,青岛市崂山区时尚宝贝鲜花礼品店吊销,个体工商户,,-,2002-11-18,山东省,-,-,2009-03-11,370212600008759,,-,青岛市崂山区工商行政管理局,-,-,-,吊销,鲜花、礼品零售。(以上范围需经许可经营的须凭许可证经营),,-,-,***至无固定期限
447,-,青岛市崂山区中韩街道郑张社区*查看地图附近公司,崂山区爱龙天天鲜蔬菜店存续,个体工商户,,-,2016-11-30,山东省,-,-,2016-11-30,370212608713286,,-,青岛市崂山区工商行政管理局,-,-,-,存续,蔬菜零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
